word,translation,tag
to give one's body to,委身,cedict
dam of earth and rocks,土坝,cedict
display of fireworks and lanterns,火树银花,cedict
a long period of separation,久别,cedict
way of making a living,饭碗,cedict
old district of a city,老城,cedict
to come to one's attention,映入脑海,cedict
to demand repayment of debt,催讨,cedict
a small amount of money,俩钱,cedict
to combine parts of machine,配合,cedict
follower of wine and women,酒色之徒,cedict
novel of ghosts and goblins,神魔小说,cedict
rank and emolument of nobility,爵禄,cedict
a thousand things to do,百废待兴,cedict
i'll take care of it,包在我身上,cedict
to learn of,得知,cedict
to stop at a hostel,投店,cedict
oneness of heaven and humanity,天人合一,cedict
torrent of mud and stones,泥石流,cedict
to do a security check,安检,cedict
ups and downs of fortune,沉浮,cedict
to sing instead of weep,悲歌当哭,cedict
paragon of virtue and learning,师表,cedict
still a matter of discussion,莫衷一是,cedict
regional office of a company,区处,cedict
feelings of gratitude and loyalty,恩义,cedict
lines of latitude and longitude,经纬线,cedict
to die of an illness,病故,cedict
to die of embarrassment,社死,cedict
to die of illness,病死,cedict
either end of a bridge,桥头,cedict
pedicel and calyx of muskmelon,瓜蒂,cedict
catalog of stars and nebulae,星云表,cedict
governor of guangdong and guangxi,两广总督,cedict
hundreds and thousands of mountains,万峦,cedict
mountains and rivers of sichuan,巴山蜀水,cedict
painting of birds and flowers,花鸟,cedict
tranquillity of trees and valleys,林壑,cedict
a man of merit,贤士,cedict
to dispose of property,脱产,cedict
to do a parachute jump,坐降落伞,cedict
to do a bridge,下腰,cedict
girlfriend of a married man,小蜜,cedict
general history of a county,县志,cedict
four of a kind,四条,cedict
to shoot a glance at,瞄一眼,cedict
to eat at a restaurant,上馆子,cedict
to promote ripening of fruit,催熟,cedict
main points of a case,案由,cedict
to collectivize ownership of property,共产,cedict
to do a sliding tackle,铲球,cedict
to do a circuit,绕一圈,cedict
to finish  at a stroke,一挥而就,cedict
to do a jigsaw puzzle,拼图,cedict
to dispose of stolen goods,销赃,cedict
death of a close friend,人琴俱亡,cedict
residence of a high-ranking official,宅邸,cedict
side room of a hall,堂庑,cedict
to do a crab,下腰,cedict
head of a family,家公,cedict
to do a somersault,折跟头,cedict
lady of a certain age,半老徐娘,cedict
to do a favor,帮帮忙,cedict
to do a flyby,飞掠,cedict
to do a handstand,拿大顶,cedict
to resell at a profit,倒卖,cedict
to warn of,提醒,cedict
to approve of,认同,cedict
to strongly approve of,狂顶,cedict
to toil at a task,吃力,cedict
a large body of,大队,cedict
to dream of,梦到,cedict
a matter of course,天经地义,cedict
person of a jealous nature,醋坛子,cedict
to dance at a disco,蹦迪,cedict
to shed tears of sympathy,一掬同情之泪,cedict
to consist of,包括,cedict
last disciple of a master,关门弟子,cedict
lower course of a river,下流,cedict
to multiply by a factor,倍增,cedict
a type of large ant,蚍蜉,cedict
deserving of a good spanking,欠扁,cedict
to dispose of,出手,cedict
senior member of a profession,祭酒,cedict
to strip of,褫夺,cedict
to strip of everything,扒屋牵牛,cedict
to complain of an injustice,叫屈,cedict
plethora of things to tackle,千头万绪,cedict
to repay debts of gratitude,报德,cedict
half-period of a wave motion,交变,cedict
to rid oneself of,祓除,cedict
customer area of a store,店堂,cedict
to violate debts of gratitude,违恩负义,cedict
member of a society,社员,cedict
name of a book,书名,cedict
price of a person,身价,cedict
a show of strength,奋武扬威,cedict
to give one's virginity to,献处,cedict
to put one's hand to,下手,cedict
to beware of,谨防,cedict
free to come and go,进退自如,cedict
to delineate contours of,勾勒,cedict
to concoct pills of immortality,炼丹,cedict
pretext of needing to urinate,尿遁,cedict
to absolve of,解脱,cedict
to wail at a funeral,哭丧,cedict
to make up to,勾搭,cedict
a world of difference,云泥之别,cedict
a person of short stature,矮个儿,cedict
head of a society,会首,cedict
a place of secret cohabitation,香巢,cedict
original home of a monk,俗家,cedict
initial letter of a word,首字母,cedict
a pile of old books,故纸堆,cedict
to realize at a jolt,惊悟,cedict
height of a house,举架,cedict
a woman of unmatched beauty,绝世佳人,cedict
to work to no avail,徒劳无功,cedict
a company of pilgrims,香会,cedict
clerk of a law court,书记官,cedict
beautiful image of a woman,倩影,cedict
head of a  department,部长,cedict
there will be no peace,永无宁日,cedict
head of a committee,委员长,cedict
registered occupants of a house,花户,cedict
to get up to mischief,做鬼,cedict
hand of a clock,时针,cedict
a show of extravagance,排场,cedict
end of a historical era,季世,cedict
door of a room,房门,cedict
end of a banquet,散席,cedict
end of a vacation,收假,cedict
junior members of a group,下辈,cedict
as can be,不拉叽,cedict
can be counted as,称得上,cedict
can be rated as,堪称,cedict
drunk as drunk can be,泥醉,cedict
main viewpoint of a matter,主流,cedict
inhabitants of a border area,边民,cedict
branch of a school,分校,cedict
script of a play,戏剧,cedict
provisional capital of a country,陪都,cedict
top of a kitchen range,锅台,cedict
a large sum of,大笔,cedict
a group of beggars,丐帮,cedict
leader of a group,老大,cedict
dining area of a restaurant,外场,cedict
report of a victory,捷报,cedict
capital of a country,京兆,cedict
main mountain of a region,镇山,cedict
name of a shop,字号,cedict
salary of a public official,食俸,cedict
page of a book,书页,cedict
a small proportion of,少部分,cedict
to go to any lengths,赴汤蹈火,cedict
complement of a set,补集,cedict
complement of a set s,余集,cedict
luminous eyes of a woman,秋波,cedict
to put one's name to,具名,cedict
a set of measures,组合拳,cedict
a life of strenuous studies,寒窗,cedict
to find to one's taste,相中,cedict
middle third of a month,中旬,cedict
head priest of a temple,庙主,cedict
final sound of a syllable,尾音,cedict
head of a household,家主,cedict
a word of command,口令,cedict
in view of this,有鉴于此,cedict
a full mouth of,满口,cedict
of a similar kind,支与流裔,cedict
function of a real variable,实变函数,cedict
a type of green tea,大方,cedict
manuscript copy of a book,手抄本,cedict
name of a famous opera,二进宫,cedict
a narrow strip of water,一衣带水,cedict
head of a snake,蛇头,cedict
phonetic value of a character,字音,cedict
length of a book,部头,cedict
warm partition of a room,暖阁,cedict
head of a clan,宗主,cedict
head of a turtle,龟头,cedict
birthday of a deceased person,冥寿,cedict
handwritten copy of a book,写本,cedict
head of a delegation,团长,cedict
younger generation of a family,下辈,cedict
in light of this,鉴此,cedict
a person of foresight,先知,cedict
origin of a word,词源,cedict
likeness of a person,人像,cedict
representation of a person,肖像,cedict
to clock in for work,上钟,cedict
to withdraw from a group,退群,cedict
name of a famous necropolis,酆都,cedict
age of a tree,树龄,cedict
to keep to one's word,算数,cedict
without a stitch of clothing,一丝不挂,cedict
name of a tank,全胜,cedict
origin of a name,名源,cedict
to come and go,来往,cedict
odor of a dead body,尸臭,cedict
a pool of stagnant water,一潭死水,cedict
to call a time-out,叫停,cedict
lower margin of a page,地头,cedict
to go to work,上工,cedict
a sum of money,款子,cedict
meaning of a word,词义,cedict
impression of a book,读后感,cedict
foot of a wall,墙根,cedict
screech of a sudden stop,嘎然,cedict
body of a ship,船身,cedict
reputation of a business,招牌,cedict
professional name of a prostitute,花名,cedict
family of a functionary,官宦人家,cedict
eye of a needle,针眼,cedict
section of a retail store,门市部,cedict
son of a king,王子,cedict
round frame of a sieve,罗圈,cedict
to move up and down,起伏,cedict
spine of a book,书脊,cedict
manuscript of a book,书稿,cedict
motion of a simple pendulum,简谐运动,cedict
a line of verse,一句,cedict
extent of a rise,涨幅,cedict
eye of a vortex,涡核,cedict
length of a musical note,音长,cedict
a miraculous column of light,灵光,cedict
continuation of a book,续书,cedict
value of a currency,币值,cedict
a worthless piece of paper,一纸空文,cedict
directrix line of a parabola,准线,cedict
half of a lifetime,半辈子,cedict
jokes of a visceral nature,荤笑话,cedict
width of a room,开间,cedict
south gate of a palace,法门,cedict
to give no thought to,置之度外,cedict
stylus  of a record player,唱针,cedict
a gleam of hope,一线希望,cedict
a breath of fresh air,一股清流,cedict
source of a fire,火种,cedict
price of a slave,身价,cedict
thin section of a specimen,切片,cedict
enceinte of a city gate,瓮城,cedict
direction of a current,流向,cedict
foot of a mountain,山脚,cedict
confidential aspects of a matter,事机,cedict
edge of a field,地头,cedict
stage of a competition,赛段,cedict
to return to one's country,返国,cedict
a kind of cake,云片糕,cedict
remote outskirts of a city,远郊,cedict
corner of a page,书角,cedict
a bit of everything,杂七杂八,cedict
image  of a function,值域,cedict
function of a complex variable,复变函数,cedict
top of a building,楼顶,cedict
mastery of a trade,一手,cedict
to control from a distance,长辔远驭,cedict
subbranch of a bank,支行,cedict
outskirts of a city,城郊,cedict
page of a publication,版面,cedict
margin of a page,切口,cedict
a kind of earthworm,笄蛭,cedict
sound of a crash,哗啦,cedict
scum of a community,败类,cedict
appearance of a city,市容,cedict
outside of a city,城外,cedict
various concubines of a husband,娣姒,cedict
sound of sharpening a knife,霍霍,cedict
a length of hair,发脚,cedict
middle of a river,江心,cedict
length  of a film,片长,cedict
son born of a concubine,庶子,cedict
foot of a utensil,爪儿,cedict
sound of a drum,渊渊,cedict
a suit of clothes,一身,cedict
lacking a sense of perspective,轻重主次,cedict
heart of a flower,花心,cedict
salary of a private tutor,束脩,cedict
anniversary of a death,忌日,cedict
a range of hills,群山,cedict
a moment of enlightenment,顿悟,cedict
to fall from a horse,落马,cedict
weight capacity of a vehicle,载重量,cedict
extent of a drop,跌幅,cedict
sound of striking a gong,铛铛,cedict
to make out a bill,开账,cedict
male of a species,雄体,cedict
original singer of a song,原唱,cedict
dance floor of a ballroom,池子,cedict
surface of a river,河面,cedict
a sense of propriety,进退,cedict
emperor of a former dynasty,先皇,cedict
tone of a character,字调,cedict
a letter of condolence,唁信,cedict
stalk of a bean plant,豆萁,cedict
component of a chinese character,偏旁,cedict
radical of a chinese character,部首,cedict
version of a text,文本,cedict
initial heats of a competition,初赛,cedict
zero of a function,零点,cedict
to remove from a position,革职,cedict
to jump from a car,跳车,cedict
slave of a foreign conqueror,亡国奴,cedict
origin of a character,字源,cedict
female of a species,雌体,cedict
a method of decoration,开光,cedict
a barrage of fire,排射,cedict
to try to find out,探听,cedict
a surface of revolution,旋转曲面,cedict
a piece of cake,拾芥,cedict
administration of a military government,幕府,cedict
a strip of scenic beauty,风景线,cedict
a gasp of surprise,惊叹,cedict
shade of a tree,树荫,cedict
legal representative of a corporation,法定代表人,cedict
a strand of hair,毛根,cedict
a pack of lies,一派谎言,cedict
pulsation of a machine,突突,cedict
draft of a document,稿子,cedict
to resign from a job,辞工,cedict
son of a bitch,狗娘养的,cedict
to report to one's master,回事,cedict
to return to one's job,复岗,cedict
sudden movement of a corpse,诈尸,cedict
counter of a bar,吧台,cedict
title of a daoist priest,尊师爱徒,cedict
governor of a march,都护,cedict
meaning of a character,字义,cedict
